usage_id,customer_id,subscription_id,avg_watch_hours_per_day,sessions_per_week,last_login_days_ago,content_type_preference,completion_rate_pct,peak_usage_time
U02810,C2273,S02810,3.59,10,13,Sports,87.12,Afternoon
U02811,C2274,S02811,0.98,2,39,Sports,27.05,Morning
U02812,C2275,S02812,3.39,9,5,Regional Cinema,88.12,Night
U02813,C2276,S02813,2.97,14,2,Documentary,94.7,Evening
U02814,C2277,S02814,3.6,11,0,Regional Cinema,73.2,Afternoon
U02815,C2278,S02815,1.71,14,13,Kids,60.66,Evening
U02816,C2279,S02816,2.16,,65,Regional Cinema,45.41,Morning
U02817,C2280,S02817,1.65,2,24,Documentary,37.76,Morning
U02818,C2281,S02818,5.38,9,11,News,75.98,Afternoon
U02819,C2282,S02819,1.8,2,72,Regional Cinema,29.35,Morning
U02820,C2283,S02820,4.21,4,10,Documentary,69.08,Afternoon
U02821,C2284,S02821,4.81,15,12,Web Series,86.2,Night
U02822,C2285,S02822,2.02,1,70,Bollywood,38.62,Afternoon
U02823,C2286,S02823,1.04,1,54,News,29.24,Morning
U02824,C2287,S02824,5.04,7,6,Bollywood,59.01,Night
U02825,C2288,S02825,2.13,3,59,Documentary,51.49,Evening
U02826,C2289,S02826,0.93,4,76,Web Series,20.51,Evening
U02827,C2290,S02827,1.95,2,89,News,16.01,Evening
U02828,C2291,S02828,0.64,4,46,News,32.32,Night
U02829,C2292,S02829,0.46,3,19,Sports,23.78,Afternoon
U02830,C2293,S02830,4.13,12,4,Documentary,62.62,Night
U02831,C2294,S02831,2.24,1,35,Web Series,53.44,Night
U02832,C2295,S02832,4.88,13,13,Bollywood,71.29,Afternoon
U02833,C2296,S02833,1.54,1,38,Documentary,33.42,Night
U02834,C2297,S02834,2.25,9,4,Documentary,72.98,Morning
U02835,C2297,S02835,1.23,5,21,Kids,29.25,Night
U02836,C2298,S02836,2.57,4,1,Documentary,95.98,Morning
U02837,C2299,S02837,-0.26,1,16,Kids,45.47,Evening
U02838,C2300,S02838,2.45,5,74,Sports,16.16,Morning
U02839,C2301,S02839,1.31,3,21,Kids,19.09,Night
U02840,C2301,S02840,2.46,4,31,Bollywood,46.31,Night
U02841,C2302,S02841,2.38,,6,Regional Cinema,59.88,Evening
U02842,C2303,S02842,4.78,4,10,News,77.32,Evening
U02843,C2304,S02843,0.51,3,44,Web Series,28.81,Night
U02844,C2305,S02844,0.99,1,46,Kids,53.03,Night
U02845,C2305,S02845,0.89,1,86,Documentary,50.75,Night
U02846,C2306,S02846,2.3,5,37,Regional Cinema,26.33,Morning
U02847,C2307,S02847,3.96,4,0,Web Series,73.56,Night
U02848,C2308,S02848,2.0,,8,Web Series,81.27,Morning
U02849,C2309,S02849,2.05,9,0,Bollywood,89.76,Night
U02850,C2310,S02850,3.6,8,0,Web Series,69.03,Evening
U02851,C2311,S02851,0.75,2,26,News,23.27,Evening
U02852,C2312,S02852,1.82,6,9,Web Series,77.59,Afternoon
U02853,C2313,S02853,2.82,11,4,Kids,76.36,Afternoon
U02854,C2314,S02854,1.86,14,7,Kids,74.87,Morning
U02855,C2315,S02855,1.1,1,24,Bollywood,40.96,Morning
U02856,C2316,S02856,3.41,13,12,Regional Cinema,70.3,Morning
U02857,C2317,S02857,4.15,5,13,Documentary,88.5,Night
U02858,C2318,S02858,2.2,1,31,Regional Cinema,15.18,Night
U02859,C2319,S02859,4.2,7,9,Bollywood,60.06,Night
U02860,C2319,S02860,1.95,4,89,Web Series,44.14,Evening
U02861,C2320,S02861,4.99,5,7,News,56.94,Afternoon
U02862,C2320,S02862,2.67,13,4,Sports,91.31,Night
U02863,C2321,S02863,2.43,3,59,Sports,54.44,Afternoon
U02864,C2321,S02864,3.02,5,13,News,96.03,Evening
U02865,C2322,S02865,3.58,9,11,Web Series,67.83,Evening
U02866,C2323,S02866,3.22,14,3,Bollywood,69.52,Evening
U02867,C2324,S02867,2.32,1,65,Regional Cinema,40.68,Afternoon
U02868,C2325,S02868,1.45,4,33,Bollywood,18.37,Evening
U02869,C2326,S02869,2.32,,4,Documentary,87.39,Afternoon
U02870,C2326,S02870,4.19,7,0,News,68.62,Morning
U02871,C2327,S02871,2.45,4,10,Documentary,93.49,Afternoon
U02872,C2327,S02872,3.13,7,13,Sports,93.05,Morning
U02873,C2328,S02873,-1.4,6,0,Bollywood,83.05,Morning
U02874,C2329,S02874,4.44,14,4,News,78.31,Evening
U02875,C2330,S02875,0.65,2,37,Web Series,40.65,Night
U02876,C2331,S02876,1.02,3,82,Sports,22.21,Morning
U02877,C2332,S02877,0.79,2,33,Regional Cinema,46.59,Afternoon
U02878,C2333,S02878,0.9,5,80,Sports,28.25,Evening
U02879,C2334,S02879,4.89,5,3,Documentary,88.57,Night
U02880,C2335,S02880,0.73,1,79,Sports,31.1,Afternoon
U02881,C2336,S02881,2.67,9,2,Web Series,78.57,Morning
U02882,C2337,S02882,5.21,6,4,News,73.82,Morning
U02883,C2338,S02883,1.11,1,77,Sports,30.34,Afternoon
U02884,C2339,S02884,3.23,11,7,Kids,61.29,Evening
U02885,C2340,S02885,3.96,12,6,Kids,92.61,Evening
U02886,C2341,S02886,4.37,10,7,Documentary,61.4,Morning
U02887,C2341,S02887,2.29,7,7,News,67.27,Afternoon
U02888,C2342,S02888,5.01,4,2,Bollywood,85.68,Evening
U02889,C2343,S02889,2.55,12,10,Documentary,70.73,Afternoon
U02890,C2344,S02890,0.84,2,83,News,34.67,Afternoon
U02891,C2345,S02891,1.62,7,1,Bollywood,70.48,Evening
U02892,C2346,S02892,0.63,5,43,Kids,37.13,Afternoon
U02893,C2347,S02893,2.61,4,12,Kids,89.96,Night
U02894,C2347,S02894,2.25,9,10,Documentary,82.98,Evening
U02895,C2348,S02895,1.79,13,7,Regional Cinema,75.72,Morning
U02896,C2348,S02896,4.42,15,6,News,82.54,Morning
U02897,C2349,S02897,2.19,10,7,Kids,69.44,Afternoon
U02898,C2350,S02898,3.98,14,1,Sports,96.58,Night
U02899,C2351,S02899,5.45,10,13,Sports,94.28,Afternoon
U02900,C2351,S02900,1.64,5,23,Documentary,35.61,Afternoon
U02901,C2352,S02901,1.14,5,33,Web Series,26.65,Morning
U02902,C2353,S02902,0.41,1,82,Documentary,23.27,Night
U02903,C2354,S02903,3.81,14,13,News,89.94,Afternoon
U02904,C2355,S02904,2.04,1,90,Bollywood,22.58,Morning
U02905,C2356,S02905,2.39,5,25,Web Series,40.04,Afternoon
U02906,C2357,S02906,2.33,11,3,Kids,84.34,Afternoon
U02907,C2358,S02907,1.53,12,2,Regional Cinema,75.71,Night
U02908,C2359,S02908,3.38,15,10,Regional Cinema,57.82,Morning
U02909,C2360,S02909,3.77,12,5,Regional Cinema,81.56,Afternoon
U02910,C2361,S02910,2.01,10,1,Documentary,60.95,Morning
U02911,C2362,S02911,3.67,5,11,Sports,76.97,Morning
U02912,C2362,S02912,1.58,5,55,Kids,36.62,Night
U02913,C2363,S02913,1.8,15,4,Web Series,70.18,Evening
U02914,C2364,S02914,1.95,1,73,Sports,32.27,Night
U02915,C2365,S02915,3.84,14,3,Sports,96.35,Night
U02916,C2366,S02916,2.58,8,12,Bollywood,65.38,Evening
U02917,C2366,S02917,1.53,10,13,Sports,75.34,Morning
U02918,C2367,S02918,4.59,10,1,Web Series,68.18,Evening
U02919,C2368,S02919,2.12,4,62,Documentary,31.21,Night
U02920,C2368,S02920,4.84,6,10,Web Series,90.12,Night
U02921,C2369,S02921,2.26,10,4,Kids,63.51,Afternoon
U02922,C2370,S02922,3.43,13,1,Sports,96.11,Afternoon
U02923,C2371,S02923,1.07,2,27,Regional Cinema,25.1,Evening
U02924,C2372,S02924,3.76,,1,News,75.08,Morning
U02925,C2373,S02925,2.95,5,12,Documentary,90.15,Morning
U02926,C2374,S02926,1.97,,1,Sports,73.75,Evening
U02927,C2374,S02927,3.82,10,0,News,60.25,Evening
U02928,C2375,S02928,0.71,4,80,Documentary,51.77,Afternoon
U02929,C2375,S02929,5.45,11,0,Documentary,68.64,Afternoon
U02930,C2376,S02930,2.47,5,11,News,79.31,Morning
U02931,C2377,S02931,3.33,,12,Bollywood,78.6,Evening
U02932,C2378,S02932,4.26,4,11,Kids,90.34,Afternoon
U02933,C2379,S02933,2.14,6,3,Regional Cinema,74.83,Morning
U02934,C2380,S02934,4.02,11,7,Web Series,84.61,Evening
U02935,C2381,S02935,0.9,5,80,Web Series,15.24,Morning
U02936,C2382,S02936,2.52,11,10,Web Series,66.36,Morning
U02937,C2382,S02937,1.55,2,16,Sports,31.37,Evening
U02938,C2383,S02938,2.1,11,10,Bollywood,81.43,Afternoon
U02939,C2384,S02939,3.03,12,10,Sports,92.34,Evening
U02940,C2385,S02940,0.94,1,82,Sports,34.76,Morning
U02941,C2386,S02941,1.86,5,42,Regional Cinema,50.69,Night
U02942,C2386,S02942,4.71,10,8,Bollywood,77.35,Morning
U02943,C2387,S02943,2.2,8,12,Regional Cinema,90.86,Morning
U02944,C2388,S02944,2.63,14,4,Sports,85.59,Evening
U02945,C2388,S02945,1.88,3,81,Kids,34.85,Night
U02946,C2389,S02946,2.61,10,13,Documentary,78.13,Evening
U02947,C2390,S02947,0.48,3,23,Regional Cinema,52.74,Evening
U02948,C2391,S02948,3.64,7,8,Kids,79.85,Evening
U02949,C2392,S02949,5.21,4,4,Web Series,94.4,Afternoon
U02950,C2393,S02950,0.31,4,20,Sports,25.62,Night
U02951,C2393,S02951,2.58,9,11,News,70.32,Afternoon
U02952,C2394,S02952,1.78,2,59,Web Series,45.37,Afternoon
U02953,C2394,S02953,1.24,1,26,Documentary,25.06,Evening
U02954,C2395,S02954,-1.87,14,9,Kids,56.45,Afternoon
U02955,C2395,S02955,2.81,6,13,Documentary,94.46,Evening
U02956,C2396,S02956,2.9,9,0,Regional Cinema,80.02,Morning
U02957,C2397,S02957,1.45,2,83,Web Series,40.43,Afternoon
U02958,C2398,S02958,2.22,13,5,Web Series,74.5,Night
U02959,C2398,S02959,0.9,3,20,News,17.97,Night
U02960,C2399,S02960,2.31,10,3,Kids,74.24,Evening
U02961,C2400,S02961,2.14,13,4,Bollywood,57.46,Morning
U02962,C2401,S02962,3.66,10,2,Documentary,86.6,Evening
U02963,C2402,S02963,2.5,11,2,News,73.76,Afternoon
U02964,C2403,S02964,0.83,4,36,Documentary,30.68,Night
U02965,C2404,S02965,5.15,5,12,Bollywood,87.47,Night
U02966,C2404,S02966,-1.82,7,13,Bollywood,57.88,Morning
U02967,C2405,S02967,3.63,6,4,Kids,88.09,Morning
U02968,C2405,S02968,1.94,7,12,Kids,84.11,Afternoon
U02969,C2406,S02969,2.38,,3,Sports,79.29,Morning
U02970,C2407,S02970,3.98,13,0,Documentary,68.83,Night
U02971,C2407,S02971,1.17,2,71,Documentary,43.63,Evening
U02972,C2408,S02972,1.71,2,89,Bollywood,38.59,Morning
U02973,C2408,S02973,0.67,1,83,Documentary,41.87,Afternoon
U02974,C2409,S02974,1.74,4,42,Regional Cinema,16.9,Evening
U02975,C2409,S02975,1.65,2,54,Sports,21.68,Evening
U02976,C2410,S02976,0.94,4,81,Sports,20.19,Evening
U02977,C2411,S02977,4.82,5,4,News,73.06,Evening
U02978,C2412,S02978,1.83,2,40,Regional Cinema,43.81,Evening
U02979,C2413,S02979,3.48,13,1,Bollywood,59.18,Night
U02980,C2414,S02980,4.98,14,0,Sports,62.29,Morning
U02981,C2415,S02981,5.42,9,0,News,77.33,Evening
U02982,C2416,S02982,4.24,13,4,Regional Cinema,58.78,Morning
U02983,C2417,S02983,3.72,15,10,Web Series,67.33,Evening
U02984,C2418,S02984,4.71,6,1,Kids,58.47,Night
U02985,C2419,S02985,2.13,2,64,Web Series,24.33,Night
U02986,C2420,S02986,4.71,9,2,Bollywood,69.22,Morning
U02987,C2421,S02987,2.04,4,30,Regional Cinema,48.85,Night
U02988,C2422,S02988,4.22,5,8,News,80.23,Night
U02989,C2423,S02989,2.73,6,3,Regional Cinema,59.73,Night
U02990,C2424,S02990,3.28,10,10,Sports,90.37,Afternoon
U02991,C2425,S02991,1.3,1,48,Web Series,17.09,Morning
U02992,C2426,S02992,0.38,3,66,Sports,33.53,Afternoon
U02993,C2427,S02993,0.5,2,59,Web Series,17.6,Afternoon
U02994,C2428,S02994,4.63,14,7,Web Series,82.3,Night
U02995,C2429,S02995,1.19,3,75,Documentary,34.1,Morning
U02996,C2430,S02996,2.26,3,25,News,51.08,Night
U02997,C2431,S02997,4.49,12,9,Kids,82.16,Evening
U02998,C2432,S02998,2.44,7,8,Sports,82.25,Night
U02999,C2433,S02999,1.98,15,0,Bollywood,84.32,Morning
U03000,C2434,S03000,5.28,7,10,Regional Cinema,78.4,Night
U03001,C2435,S03001,5.26,11,1,Sports,89.43,Morning
U03002,C2436,S03002,1.73,5,63,Sports,52.25,Morning
U03003,C2437,S03003,5.43,14,1,News,89.91,Night
U03004,C2437,S03004,0.89,1,35,News,25.01,Afternoon
U03005,C2438,S03005,4.57,10,2,Documentary,77.44,Afternoon
U03006,C2439,S03006,4.0,13,9,Kids,55.45,Morning
U03007,C2439,S03007,2.67,6,11,Bollywood,88.6,Morning
U03008,C2440,S03008,2.34,3,52,Sports,18.38,Afternoon
U03009,C2441,S03009,0.3,2,17,Web Series,26.3,Evening
U03010,C2442,S03010,0.89,4,45,Web Series,31.9,Evening
U03011,C2442,S03011,2.13,11,8,Documentary,89.18,Afternoon
U03012,C2443,S03012,2.43,6,2,Bollywood,69.21,Night
U03013,C2444,S03013,3.63,5,0,Kids,70.2,Evening
U03014,C2445,S03014,1.36,5,83,Kids,21.81,Evening
U03015,C2445,S03015,1.07,5,75,News,46.23,Morning
U03016,C2446,S03016,1.94,8,13,Regional Cinema,95.94,Afternoon
U03017,C2447,S03017,3.76,4,10,Sports,75.18,Morning
U03018,C2448,S03018,4.18,7,1,Documentary,63.29,Night
U03019,C2449,S03019,0.8,3,46,Bollywood,50.13,Morning
U03020,C2449,S03020,4.45,8,12,Documentary,93.69,Night
U03021,C2450,S03021,4.22,6,0,News,76.25,Afternoon
U03022,C2451,S03022,-0.37,10,10,Web Series,78.34,Morning
U03023,C2452,S03023,2.12,4,17,Kids,30.82,Afternoon
U03024,C2453,S03024,2.01,2,55,Web Series,35.75,Afternoon
U03025,C2454,S03025,1.99,5,8,News,58.96,Night
U03026,C2455,S03026,3.05,11,6,Sports,71.89,Afternoon
U03027,C2456,S03027,3.17,12,2,Documentary,94.8,Afternoon
U03028,C2456,S03028,4.61,8,0,Web Series,82.22,Evening
U03029,C2457,S03029,1.65,4,31,Documentary,32.9,Afternoon
U03030,C2458,S03030,3.86,9,4,Documentary,62.43,Afternoon
U03031,C2458,S03031,3.36,11,8,Regional Cinema,,Afternoon
U03032,C2459,S03032,2.04,1,63,Kids,24.75,Evening
U03033,C2459,S03033,2.21,3,89,Documentary,40.4,Evening
U03034,C2460,S03034,2.42,9,7,Kids,64.65,Afternoon
U03035,C2461,S03035,3.86,6,2,Regional Cinema,76.71,Evening
U03036,C2462,S03036,3.92,8,13,News,76.49,Night
U03037,C2463,S03037,3.18,14,1,News,66.9,Morning
U03038,C2464,S03038,4.57,9,6,Web Series,96.36,Evening
U03039,C2465,S03039,1.74,1,53,News,24.63,Afternoon
U03040,C2466,S03040,5.07,10,7,Documentary,73.2,Night
U03041,C2467,S03041,1.82,5,11,Bollywood,84.75,Night
U03042,C2468,S03042,2.25,8,8,Documentary,71.66,Night
U03043,C2468,S03043,-2.54,3,22,News,32.22,Afternoon
U03044,C2469,S03044,4.89,11,7,Web Series,75.27,Evening
U03045,C2470,S03045,1.83,5,39,Sports,48.02,Night
U03046,C2471,S03046,1.68,14,4,Sports,95.04,Evening
U03047,C2472,S03047,2.34,5,18,Web Series,26.81,Evening
U03048,C2473,S03048,2.13,15,1,Web Series,88.52,Night
U03049,C2473,S03049,1.33,4,90,Bollywood,54.68,Afternoon
U03050,C2474,S03050,3.49,4,12,Sports,78.85,Afternoon
U03051,C2475,S03051,0.89,4,59,News,16.45,Night
U03052,C2476,S03052,1.63,4,8,News,68.23,Afternoon
U03053,C2477,S03053,0.89,3,70,Regional Cinema,27.48,Afternoon
U03054,C2477,S03054,1.2,1,57,News,34.68,Night
U03055,C2478,S03055,0.38,1,55,News,42.4,Morning
U03056,C2479,S03056,1.94,1,16,Documentary,26.71,Evening
U03057,C2479,S03057,3.68,13,10,Kids,55.14,Night
U03058,C2480,S03058,1.85,4,9,Documentary,74.72,Night
U03059,C2481,S03059,2.43,1,67,Sports,47.53,Night
U03060,C2481,S03060,5.4,6,2,Web Series,93.78,Evening
U03061,C2482,S03061,1.4,,23,Regional Cinema,50.78,Afternoon
U03062,C2483,S03062,3.93,13,10,Bollywood,94.33,Morning
U03063,C2484,S03063,2.0,9,1,Documentary,95.46,Morning
U03064,C2485,S03064,1.38,3,67,Regional Cinema,32.68,Night
U03065,C2486,S03065,2.05,,11,Web Series,86.17,Morning
U03066,C2486,S03066,0.76,3,17,Sports,54.41,Afternoon
U03067,C2487,S03067,3.2,14,6,Web Series,59.17,Morning
U03068,C2488,S03068,1.23,4,54,Regional Cinema,15.87,Night
U03069,C2488,S03069,2.45,5,73,Bollywood,22.31,Morning
U03070,C2489,S03070,0.81,1,87,Web Series,,Afternoon
U03071,C2489,S03071,4.07,7,8,Sports,59.01,Morning
U03072,C2490,S03072,0.93,,33,Web Series,52.7,Afternoon
U03073,C2491,S03073,1.53,1,86,Documentary,38.32,Night
U03074,C2491,S03074,0.3,4,60,Bollywood,48.56,Afternoon
U03075,C2492,S03075,1.72,4,27,Bollywood,17.1,Afternoon
U03076,C2493,S03076,1.46,2,49,Bollywood,16.57,Evening
U03077,C2494,S03077,5.27,11,9,News,70.81,Evening
U03078,C2495,S03078,4.73,15,2,Regional Cinema,69.03,Morning
U03079,C2496,S03079,4.7,10,10,Web Series,90.12,Night
U03080,C2497,S03080,2.31,9,0,Regional Cinema,66.0,Evening
U03081,C2498,S03081,2.02,2,42,News,29.76,Night
U03082,C2499,S03082,2.44,14,5,Bollywood,84.0,Evening
U03083,C2500,S03083,2.94,9,4,Bollywood,82.28,Evening
U03084,C2501,S03084,2.68,11,9,Web Series,77.55,Evening
U03085,C2502,S03085,2.95,7,2,Kids,78.67,Night
U03086,C2502,S03086,1.15,1,30,Documentary,,Evening
U03087,C2503,S03087,1.7,3,62,News,33.55,Night
U03088,C2504,S03088,3.31,13,7,Regional Cinema,76.37,Evening
U03089,C2505,S03089,1.59,2,20,Bollywood,39.58,Evening
U03090,C2506,S03090,1.83,3,88,Bollywood,23.31,Night
U03091,C2507,S03091,2.54,12,6,Sports,95.52,Afternoon
U03092,C2508,S03092,-2.95,8,8,Kids,,Morning
U03093,C2509,S03093,2.26,3,29,Documentary,21.91,Evening
U03094,C2509,S03094,5.04,12,12,Kids,65.34,Afternoon
U03095,C2510,S03095,0.67,1,78,Kids,28.51,Afternoon
U03096,C2510,S03096,4.12,4,6,Regional Cinema,84.66,Afternoon
U03097,C2511,S03097,2.49,4,34,Web Series,20.61,Morning
U03098,C2512,S03098,3.23,12,13,Kids,,Night
U03099,C2513,S03099,3.68,10,8,Regional Cinema,75.27,Morning
U03100,C2514,S03100,2.62,7,10,Regional Cinema,70.14,Afternoon
U03101,C2515,S03101,1.75,14,6,Kids,92.45,Afternoon
U03102,C2515,S03102,-2.48,4,3,Bollywood,62.18,Evening
U03103,C2516,S03103,2.14,4,90,Documentary,34.66,Morning
U03104,C2517,S03104,0.67,4,32,Regional Cinema,48.6,Night
U03105,C2517,S03105,2.13,3,82,Regional Cinema,18.31,Evening
U03106,C2518,S03106,5.34,8,1,Web Series,71.89,Night
U03107,C2519,S03107,4.45,7,2,Web Series,71.99,Afternoon
U03108,C2520,S03108,1.74,8,13,Sports,63.06,Evening
U03109,C2521,S03109,-1.57,3,45,News,46.14,Afternoon
U03110,C2521,S03110,0.72,2,44,Bollywood,32.43,Afternoon
U03111,C2522,S03111,-1.05,2,15,Bollywood,28.8,Afternoon
U03112,C2523,S03112,1.48,5,57,Bollywood,54.77,Night
U03113,C2524,S03113,1.42,3,74,Regional Cinema,20.32,Afternoon
U03114,C2525,S03114,5.31,5,5,Documentary,86.38,Afternoon
U03115,C2526,S03115,1.5,2,81,Sports,22.57,Evening
U03116,C2527,S03116,2.07,9,12,Sports,76.23,Morning
U03117,C2528,S03117,2.18,1,72,News,18.28,Morning
U03118,C2529,S03118,4.77,6,0,Bollywood,84.4,Evening
U03119,C2530,S03119,3.32,10,2,Bollywood,59.53,Night
U03120,C2531,S03120,1.5,3,76,News,28.63,Night
U03121,C2532,S03121,1.75,2,29,Sports,38.75,Evening
U03122,C2532,S03122,1.34,5,70,Kids,,Afternoon
U03123,C2533,S03123,0.93,2,31,News,36.6,Evening
U03124,C2534,S03124,1.38,3,50,Sports,23.26,Morning
U03125,C2534,S03125,3.55,6,5,Documentary,75.38,Morning
U03126,C2535,S03126,1.72,3,58,News,21.96,Evening
U03127,C2536,S03127,1.53,5,36,Documentary,35.51,Evening
U03128,C2537,S03128,2.41,8,11,Sports,84.01,Night
U03129,C2537,S03129,5.32,13,5,Web Series,90.44,Evening
U03130,C2538,S03130,2.93,6,3,Documentary,61.64,Night
U03131,C2539,S03131,2.86,6,4,Documentary,85.86,Evening
U03132,C2539,S03132,4.42,6,12,Documentary,55.08,Night
U03133,C2540,S03133,2.5,2,57,Kids,51.39,Morning
U03134,C2541,S03134,1.91,3,89,Sports,48.94,Morning
U03135,C2541,S03135,3.77,10,6,News,63.28,Night
U03136,C2542,S03136,-2.49,12,4,Documentary,60.55,Evening
U03137,C2542,S03137,2.05,15,9,Documentary,87.37,Evening
U03138,C2543,S03138,0.36,3,78,Web Series,21.01,Afternoon
U03139,C2544,S03139,1.69,3,55,Web Series,38.77,Morning
U03140,C2545,S03140,1.98,3,90,Kids,34.03,Morning
U03141,C2546,S03141,3.68,11,2,News,91.42,Evening
U03142,C2547,S03142,1.31,5,50,Bollywood,21.75,Night
U03143,C2548,S03143,0.83,3,90,Sports,38.04,Evening
U03144,C2549,S03144,2.38,12,1,News,71.61,Night
U03145,C2550,S03145,-1.67,5,51,Bollywood,29.17,Night
U03146,C2550,S03146,2.0,4,16,Sports,22.66,Afternoon
U03147,C2551,S03147,4.19,9,6,Web Series,60.09,Evening
U03148,C2552,S03148,3.85,12,3,Regional Cinema,64.31,Afternoon
U03149,C2553,S03149,1.88,11,5,News,63.43,Afternoon
U03150,C2554,S03150,-0.21,3,39,Bollywood,27.01,Night
U03151,C2555,S03151,3.94,10,10,News,78.14,Evening
U03152,C2556,S03152,0.3,4,78,Sports,25.34,Afternoon
U03153,C2557,S03153,4.9,12,5,Regional Cinema,,Afternoon
U03154,C2558,S03154,1.6,4,7,Web Series,67.64,Morning
U03155,C2559,S03155,1.82,1,54,Web Series,50.32,Night
U03156,C2560,S03156,1.21,1,84,Kids,53.71,Afternoon
U03157,C2560,S03157,4.56,10,1,Web Series,69.93,Evening
U03158,C2561,S03158,2.01,,5,Kids,65.99,Evening
U03159,C2562,S03159,2.0,5,48,Regional Cinema,22.96,Afternoon
U03160,C2563,S03160,0.46,3,40,Bollywood,52.34,Morning
U03161,C2563,S03161,1.22,3,38,Sports,52.06,Morning
U03162,C2564,S03162,4.69,13,7,Web Series,74.01,Afternoon
U03163,C2565,S03163,2.33,1,49,Web Series,19.14,Morning
U03164,C2566,S03164,3.1,6,6,Regional Cinema,73.85,Evening
U03165,C2566,S03165,1.98,15,12,Sports,70.82,Morning
U03166,C2567,S03166,1.36,4,19,Bollywood,43.18,Morning
U03167,C2567,S03167,5.01,15,8,Sports,69.52,Afternoon
U03168,C2568,S03168,4.71,12,0,Sports,82.05,Night
U03169,C2569,S03169,3.31,6,0,Regional Cinema,70.71,Morning
U03170,C2570,S03170,3.41,5,5,Sports,95.44,Night
U03171,C2571,S03171,2.89,10,3,Regional Cinema,88.7,Evening
U03172,C2571,S03172,1.4,1,23,News,19.23,Morning
U03173,C2572,S03173,4.05,12,12,Web Series,96.41,Night
U03174,C2573,S03174,1.51,,39,Documentary,22.76,Evening
U03175,C2574,S03175,3.23,15,8,News,,Evening
U03176,C2575,S03176,0.44,2,38,Regional Cinema,46.73,Night
U03177,C2576,S03177,4.35,9,2,Web Series,71.67,Morning
U03178,C2576,S03178,4.83,15,8,Web Series,96.89,Afternoon
U03179,C2577,S03179,2.47,5,71,Documentary,17.08,Night
U03180,C2578,S03180,1.93,4,7,Bollywood,59.02,Evening
U03181,C2578,S03181,5.11,,6,Kids,67.16,Afternoon
U03182,C2579,S03182,3.98,14,8,Bollywood,92.25,Night
U03183,C2579,S03183,2.36,6,7,News,67.47,Morning
U03184,C2580,S03184,4.72,4,11,Regional Cinema,57.02,Morning
U03185,C2581,S03185,0.41,1,49,Documentary,37.02,Morning
U03186,C2582,S03186,0.47,1,41,Web Series,39.97,Morning
U03187,C2583,S03187,2.19,14,11,Documentary,75.15,Afternoon
U03188,C2584,S03188,1.45,3,35,Bollywood,42.29,Morning
U03189,C2585,S03189,3.84,9,2,News,81.24,Afternoon
U03190,C2586,S03190,4.97,11,5,Bollywood,65.03,Evening
U03191,C2586,S03191,3.54,9,12,Regional Cinema,,Evening
U03192,C2587,S03192,1.91,4,23,Web Series,,Night
U03193,C2588,S03193,2.09,8,4,Web Series,70.16,Morning
U03194,C2589,S03194,2.65,4,4,Kids,79.85,Night
U03195,C2590,S03195,1.8,3,20,Regional Cinema,17.43,Morning
U03196,C2590,S03196,0.67,5,44,Regional Cinema,45.29,Afternoon
U03197,C2591,S03197,1.33,5,25,Documentary,21.99,Morning
U03198,C2592,S03198,0.97,3,62,Bollywood,47.37,Evening
U03199,C2593,S03199,1.14,4,52,News,27.3,Evening
U03200,C2593,S03200,2.0,11,6,Sports,92.21,Morning
U03201,C2594,S03201,4.77,10,11,Bollywood,70.79,Night
U03202,C2595,S03202,1.15,5,60,Web Series,,Afternoon
U03203,C2596,S03203,3.42,9,3,News,76.1,Morning
U03204,C2596,S03204,3.03,10,12,News,84.73,Afternoon
U03205,C2597,S03205,1.13,1,16,Sports,15.97,Night
U03206,C2598,S03206,4.34,4,7,Web Series,60.48,Evening
U03207,C2599,S03207,-2.26,7,10,Web Series,81.67,Morning
U03208,C2600,S03208,1.77,1,49,Bollywood,20.07,Afternoon
U03209,C2601,S03209,0.93,2,64,Documentary,42.21,Evening
U03210,C2602,S03210,0.59,5,37,Kids,34.66,Night
U03211,C2603,S03211,4.28,4,10,News,,Morning
U03212,C2603,S03212,0.33,4,19,News,15.55,Evening
U03213,C2604,S03213,0.75,1,39,Bollywood,22.41,Night
U03214,C2605,S03214,2.14,1,87,Web Series,50.11,Evening
U03215,C2606,S03215,0.98,5,37,Kids,41.19,Afternoon
U03216,C2607,S03216,3.73,7,0,News,63.16,Afternoon
U03217,C2608,S03217,2.9,13,1,Kids,75.37,Morning
U03218,C2609,S03218,1.98,2,50,Web Series,50.49,Afternoon
U03219,C2610,S03219,0.36,5,43,Sports,31.58,Evening
U03220,C2610,S03220,1.56,2,43,Kids,27.44,Night
U03221,C2611,S03221,-1.66,14,0,News,59.93,Morning
U03222,C2612,S03222,1.57,4,24,Sports,24.63,Morning
U03223,C2612,S03223,0.98,4,88,Web Series,39.39,Night
U03224,C2613,S03224,0.52,2,34,Sports,48.05,Night
U03225,C2613,S03225,2.44,3,89,Kids,19.5,Evening
U03226,C2614,S03226,2.51,6,10,Sports,69.45,Morning
U03227,C2614,S03227,4.89,6,8,Bollywood,77.86,Morning
U03228,C2615,S03228,0.52,3,74,News,52.85,Afternoon
U03229,C2616,S03229,1.33,4,60,Documentary,15.66,Morning
U03230,C2617,S03230,1.66,3,84,News,45.35,Afternoon
U03231,C2617,S03231,1.73,5,64,News,20.92,Afternoon
