subscription_id,customer_id,plan_id,start_date,end_date,tenure_months,renewal_count,churn_flag,churn_reason
S02788,C2253,P003,2023-05-08,2024-06-01,13,0,1,Found better OTT platform
S02789,C2254,P004,2024-03-13,2024-05-12,2,0,0,
S02790,C2255,P002,2023-04-03,2024-07-26,16,0,1,Technical issues with app
S02791,C2256,P002,2024-05-05,2024-07-04,2,0,0,
S02792,C2257,P001,2023-01-20,2024-04-14,15,0,0,
S02793,C2258,P001,2024-05-26,2024-07-25,2,0,0,
S02794,C2259,P001,2024-05-08,2024-10-05,5,0,0,
S02795,C2260,P001,2023-04-19,2023-12-15,8,0,1,High subscription price
S02796,C2261,P001,2023-09-27,2023-10-27,1,0,1,High subscription price
S02797,C2262,P002,2024-04-01,2024-07-30,4,0,0,
S02798,C2263,P003,2024-05-12,2024-08-10,3,0,1,Poor customer support
S02799,C2264,P003,2024-02-10,2024-09-07,7,0,0,
S02800,C2265,P003,2023-08-23,2023-09-22,1,0,0,
S02801,C2266,P001,2024-09-18,2024-11-17,2,0,1,Switched to free platform
S02802,C2266,P002,2024-11-24,2024-12-24,1,1,0,
S02803,C2267,P001,2023-04-07,2024-09-28,18,0,0,
S02804,C2268,P002,2023-09-13,2024-11-06,14,0,0,
S02805,C2268,P001,2024-11-21,2024-12-21,1,1,1,High subscription price
S02806,C2269,P004,2023-08-15,2024-05-11,9,0,0,
S02807,C2270,P001,2024-02-20,2024-07-19,5,0,1,High subscription price
S02808,C2271,P004,2024-06-16,2024-09-14,3,0,0,
S02809,C2272,P004,2023-05-25,2023-12-21,7,0,1,Frequent buffering issues
S02810,C2273,P001,2024-07-16,2024-09-14,2,0,0,
S02811,C2274,P002,2024-01-24,2024-02-23,1,0,1,Poor customer support
S02812,C2275,P003,2023-08-16,2023-10-15,2,0,0,
S02813,C2276,P001,2023-04-13,2024-03-08,11,0,0,
S02814,C2277,P002,2023-07-13,2024-06-07,11,0,0,
S02815,C2278,P002,2023-04-13,2024-08-05,16,0,0,
S02816,C2279,P002,2023-12-09,2024-05-07,5,0,1,Poor customer support
S02817,C2280,P001,2024-05-14,2024-12-10,7,0,1,Frequent buffering issues
S02818,C2281,P004,2024-03-01,2024-12-26,10,0,0,
S02819,C2282,P002,2023-08-23,2024-11-15,15,0,1,Poor customer support
S02820,C2283,P001,2024-02-20,2024-10-17,8,0,0,
S02821,C2284,P004,2024-04-14,2024-10-11,6,0,0,
S02822,C2285,P001,2023-07-25,2024-09-17,14,0,1,
S02823,C2286,P002,2024-02-07,2024-12-03,10,0,1,Frequent buffering issues
S02824,C2287,P001,2023-04-01,2024-09-22,18,0,0,
S02825,C2288,P002,2023-11-12,2024-10-07,11,0,1,High subscription price
S02826,C2289,P001,2023-11-10,2024-04-08,5,0,1,No new content added
S02827,C2290,P001,2023-09-30,2024-12-23,15,0,1,Switched to free platform
S02828,C2291,P004,2023-01-27,2024-05-21,16,0,1,Frequent buffering issues
S02829,C2292,P001,2023-08-04,2023-11-02,3,0,1,Found better OTT platform
S02830,C2293,P002,2023-10-01,2024-07-27,10,0,0,
S02831,C2294,P003,2024-04-16,2024-12-12,8,0,1,Poor customer support
S02832,C2295,P002,2024-01-08,2024-09-04,8,0,0,
S02833,C2296,P001,2023-11-10,2024-12-04,13,0,1,Switched to free platform
S02834,C2297,P002,2024-03-28,2024-11-23,8,0,0,
S02835,C2297,P001,2024-12-09,2025-01-08,1,1,1,Switched to free platform
S02836,C2298,P003,2023-12-17,2024-10-12,10,0,0,
S02837,C2299,P001,2023-09-21,2024-09-15,12,0,1,High subscription price
S02838,C2300,P002,2023-02-16,2024-11-07,21,0,1,High subscription price
S02839,C2301,P003,2024-03-05,2024-10-31,8,0,1,
S02840,C2301,P001,2024-11-16,2024-12-16,1,1,1,Found better OTT platform
S02841,C2302,P001,2023-03-29,2024-07-21,16,0,0,
S02842,C2303,P001,2023-04-03,2024-11-23,20,0,0,
S02843,C2304,P002,2024-03-19,2024-04-18,1,0,1,Poor regional content
S02844,C2305,P001,2023-04-25,2023-10-22,6,0,1,High subscription price
S02845,C2305,P003,2023-11-14,2024-10-09,11,1,1,No new content added
S02846,C2306,P002,2024-02-11,2024-08-09,6,0,1,Frequent buffering issues
S02847,C2307,P002,2023-03-10,2024-08-31,18,0,0,
S02848,C2308,P003,2023-06-05,2024-01-01,7,0,0,
S02849,C2309,P002,2024-03-23,2024-08-20,5,0,0,
S02850,C2310,P002,2023-10-10,2024-11-03,13,0,0,
S02851,C2311,P002,2023-01-17,2024-12-07,23,0,1,Switched to free platform
S02852,C2312,P003,2023-06-20,2023-07-20,1,0,0,
S02853,C2313,P004,2023-11-24,2023-12-24,1,0,0,
S02854,C2314,P003,2024-05-01,2024-07-30,3,0,0,
S02855,C2315,P002,2024-09-20,2024-11-19,2,0,1,Frequent buffering issues
S02856,C2316,P002,2024-03-22,2024-09-18,6,0,0,
S02857,C2317,P002,2023-09-28,2024-01-26,4,0,0,
S02858,C2318,P002,2023-10-02,2024-02-29,5,0,1,Poor regional content
S02859,C2319,P003,2024-03-02,2024-11-27,9,0,0,
S02860,C2319,P003,2024-12-15,2025-01-14,1,1,1,Poor customer support
S02861,C2320,P002,2023-04-05,2023-09-02,5,0,0,
S02862,C2320,P003,2023-09-08,2024-12-31,16,1,0,
S02863,C2321,P002,2023-05-13,2024-02-07,9,0,1,Poor regional content
S02864,C2321,P001,2024-02-24,2024-11-20,9,1,0,
S02865,C2322,P004,2023-06-15,2024-03-11,9,0,0,
S02866,C2323,P002,2024-03-12,2024-04-11,1,0,0,
S02867,C2324,P001,2024-04-21,2024-06-20,2,0,1,No new content added
S02868,C2325,P002,2023-06-17,2023-08-16,2,0,1,Switched to free platform
S02869,C2326,P002,2023-10-07,2024-02-04,4,0,0,
S02870,C2326,P004,2024-02-12,2024-03-13,1,1,0,
S02871,C2327,P004,2023-01-05,2023-07-04,6,0,0,
S02872,C2327,P004,2023-07-16,2024-08-09,13,1,0,
S02873,C2328,P002,2023-10-17,2024-11-10,13,0,0,
S02874,C2329,P003,2023-12-08,2024-12-02,12,0,0,
S02875,C2330,P001,2023-05-19,2024-05-13,12,0,1,Technical issues with app
S02876,C2331,P002,2023-03-11,2024-05-04,14,0,1,Poor regional content
S02877,C2332,P002,2024-01-19,2024-07-17,6,0,1,High subscription price
S02878,C2333,P002,2024-08-07,2024-10-06,2,0,1,Poor regional content
S02879,C2334,P003,2023-09-20,2024-10-14,13,0,0,
S02880,C2335,P003,2024-10-11,2024-11-10,1,0,1,Found better OTT platform
S02881,C2336,P003,2023-02-16,2024-04-11,14,0,0,
S02882,C2337,P003,2024-06-11,2024-08-10,2,0,0,
S02883,C2338,P002,2023-03-24,2024-07-16,16,0,1,
S02884,C2339,P002,2024-03-17,2024-12-12,9,0,0,
S02885,C2340,P004,2023-12-02,2024-10-27,11,0,0,
S02886,C2341,P002,2024-08-06,2024-10-05,2,0,0,
S02887,C2341,P002,2024-10-22,2024-12-21,2,1,0,
S02888,C2342,P001,2023-03-11,2023-07-09,4,0,0,
S02889,C2343,P001,2023-01-10,2024-09-01,20,0,0,
S02890,C2344,P002,2024-09-10,2024-10-10,1,0,1,High subscription price
S02891,C2345,P003,2024-02-24,2024-03-25,1,0,0,
S02892,C2346,P004,2024-07-15,2024-09-13,2,0,1,
S02893,C2347,P004,2023-04-03,2024-06-26,15,0,0,
S02894,C2347,P002,2024-07-03,2024-12-30,6,1,0,
S02895,C2348,P001,2023-09-05,2024-10-29,14,0,0,
S02896,C2348,P001,2024-11-28,2024-12-28,1,1,0,
S02897,C2349,P003,2024-03-30,2024-06-28,3,0,0,
S02898,C2350,P004,2023-07-06,2024-12-27,18,0,0,
S02899,C2351,P004,2024-05-29,2024-06-28,1,0,0,
S02900,C2351,P003,2024-07-04,2024-08-03,1,1,1,High subscription price
S02901,C2352,P002,2024-09-10,2024-12-09,3,0,1,Technical issues with app
S02902,C2353,P002,2023-06-16,2024-09-08,15,0,1,Found better OTT platform
S02903,C2354,P003,2023-01-13,2024-02-07,13,0,0,
S02904,C2355,P002,2023-10-23,2024-10-17,12,0,1,Poor regional content
S02905,C2356,P003,2023-05-27,2023-10-24,5,0,1,Switched to free platform
S02906,C2357,P002,2023-10-17,2024-05-14,7,0,0,
S02907,C2358,P002,2024-07-06,2024-11-03,4,0,0,
S02908,C2359,P004,2024-07-03,2024-10-01,3,0,0,
S02909,C2360,P002,2023-09-23,2023-12-22,3,0,0,
S02910,C2361,P003,2024-01-24,2024-03-24,2,0,0,
S02911,C2362,P002,2023-06-22,2024-08-15,14,0,0,
S02912,C2362,P004,2024-09-03,2024-10-03,1,1,1,No new content added
S02913,C2363,P001,2023-06-09,2024-10-31,17,0,0,
S02914,C2364,P003,2024-05-31,2024-06-30,1,0,1,High subscription price
S02915,C2365,P002,2024-09-11,2024-10-11,1,0,0,
S02916,C2366,P002,2023-04-03,2023-08-01,4,0,0,
S02917,C2366,P001,2023-08-22,2024-11-14,15,1,0,
S02918,C2367,P001,2024-10-25,2024-11-24,1,0,0,
S02919,C2368,P001,2023-02-25,2023-09-23,7,0,1,No new content added
S02920,C2368,P002,2023-10-14,2024-06-10,8,1,0,
S02921,C2369,P001,2024-01-05,2024-10-01,9,0,0,
S02922,C2370,P001,2023-04-02,2023-06-01,2,0,0,
S02923,C2371,P001,2024-10-31,2024-12-30,2,0,1,Poor regional content
S02924,C2372,P001,2024-02-09,2024-11-05,9,0,0,
S02925,C2373,P004,2024-05-02,2024-12-28,8,0,0,
S02926,C2374,P004,2024-10-30,2024-11-29,1,0,0,
S02927,C2374,P001,2024-12-12,2025-01-11,1,1,0,
S02928,C2375,P001,2023-01-11,2024-07-04,18,0,1,Poor regional content
S02929,C2375,P004,2024-07-09,2024-08-08,1,1,0,
S02930,C2376,P003,2023-05-03,2024-01-28,9,0,0,
S02931,C2377,P004,2024-06-02,2024-09-30,4,0,0,
S02932,C2378,P002,2024-03-20,2024-07-18,4,0,0,
S02933,C2379,P002,2023-04-28,2023-12-24,8,0,0,
S02934,C2380,P004,2023-06-03,2024-11-24,18,0,0,
S02935,C2381,P002,2024-07-05,2024-09-03,2,0,1,Technical issues with app
S02936,C2382,P002,2024-06-24,2024-10-22,4,0,0,
S02937,C2382,P002,2024-11-04,2024-12-04,1,1,1,Switched to free platform
S02938,C2383,P003,2023-01-26,2024-03-21,14,0,0,
S02939,C2384,P004,2023-02-14,2023-07-14,5,0,0,
S02940,C2385,P001,2024-09-19,2024-11-18,2,0,1,
S02941,C2386,P001,2023-11-17,2024-04-15,5,0,1,Switched to free platform
S02942,C2386,P003,2024-05-10,2024-11-06,6,1,0,
S02943,C2387,P003,2023-08-14,2024-05-10,9,0,0,
S02944,C2388,P003,2024-01-18,2024-03-18,2,0,0,
S02945,C2388,P002,2024-04-15,2024-07-14,3,1,1,Switched to free platform
S02946,C2389,P001,2024-06-05,2024-09-03,3,0,0,
S02947,C2390,P001,2024-03-28,2024-05-27,2,0,1,Switched to free platform
S02948,C2391,P002,2023-04-12,2024-06-05,14,0,0,
S02949,C2392,P002,2024-03-18,2024-11-13,8,0,0,
S02950,C2393,P003,2023-08-19,2024-09-12,13,0,1,
S02951,C2393,P002,2024-09-22,2024-10-22,1,1,0,
S02952,C2394,P002,2023-01-28,2023-09-25,8,0,1,Switched to free platform
S02953,C2394,P004,2023-10-22,2024-03-20,5,1,1,Frequent buffering issues
S02954,C2395,P001,2024-03-01,2024-09-27,7,0,0,
S02955,C2395,P003,2024-10-15,2024-11-14,1,1,0,
S02956,C2396,P004,2023-09-25,2024-02-22,5,0,0,
S02957,C2397,P002,2024-06-01,2024-10-29,5,0,1,Poor regional content
S02958,C2398,P002,2023-11-21,2024-11-15,12,0,0,
S02959,C2398,P002,2024-11-21,2024-12-21,1,1,1,Found better OTT platform
S02960,C2399,P002,2024-10-18,2024-11-17,1,0,0,
S02961,C2400,P001,2024-06-12,2024-10-10,4,0,0,
S02962,C2401,P001,2024-02-22,2024-11-18,9,0,0,
S02963,C2402,P004,2024-01-14,2024-03-14,2,0,0,
S02964,C2403,P001,2024-11-02,2024-12-02,1,0,1,Poor regional content
S02965,C2404,P001,2024-07-24,2024-10-22,3,0,0,
S02966,C2404,P003,2024-10-28,2024-11-27,1,1,0,
S02967,C2405,P002,2023-08-06,2024-11-28,16,0,0,
S02968,C2405,P001,2024-12-24,2025-01-23,1,1,0,
S02969,C2406,P003,2023-04-09,2023-05-09,1,0,0,
S02970,C2407,P002,2023-08-10,2024-04-06,8,0,0,
S02971,C2407,P004,2024-04-30,2024-10-27,6,1,1,High subscription price
S02972,C2408,P002,2024-05-27,2024-06-26,1,0,1,High subscription price
S02973,C2408,P002,2024-07-19,2024-11-16,4,1,1,Technical issues with app
S02974,C2409,P002,2023-11-20,2024-07-17,8,0,1,High subscription price
S02975,C2409,P001,2024-07-24,2024-09-22,2,1,1,
S02976,C2410,P002,2024-07-19,2024-11-16,4,0,1,Frequent buffering issues
S02977,C2411,P004,2023-08-09,2024-02-05,6,0,0,
S02978,C2412,P004,2023-10-05,2024-06-01,8,0,1,Poor customer support
S02979,C2413,P002,2024-07-18,2024-09-16,2,0,0,
S02980,C2414,P004,2024-04-13,2024-12-09,8,0,0,
S02981,C2415,P002,2024-05-06,2024-10-03,5,0,0,
S02982,C2416,P002,2024-08-20,2024-12-18,4,0,0,
S02983,C2417,P001,2023-08-15,2024-04-11,8,0,0,
S02984,C2418,P001,2023-11-02,2024-06-29,8,0,0,
S02985,C2419,P004,2024-08-24,2024-09-23,1,0,1,Frequent buffering issues
S02986,C2420,P002,2023-07-29,2023-11-26,4,0,0,
S02987,C2421,P002,2024-09-09,2024-10-09,1,0,1,
S02988,C2422,P002,2024-03-22,2024-05-21,2,0,0,
S02989,C2423,P001,2024-02-04,2024-12-30,11,0,0,
S02990,C2424,P001,2024-02-27,2024-10-24,8,0,0,
S02991,C2425,P003,2024-08-16,2024-09-15,1,0,1,Poor regional content
S02992,C2426,P002,2024-09-10,2024-12-09,3,0,1,Technical issues with app
S02993,C2427,P001,2023-02-22,2024-09-14,19,0,1,Found better OTT platform
S02994,C2428,P002,2023-06-17,2024-01-13,7,0,0,
S02995,C2429,P001,2024-04-23,2024-09-20,5,0,1,Frequent buffering issues
S02996,C2430,P003,2024-03-19,2024-10-15,7,0,1,Technical issues with app
S02997,C2431,P002,2023-11-24,2024-02-22,3,0,0,
S02998,C2432,P004,2023-01-24,2024-12-14,23,0,0,
S02999,C2433,P003,2023-08-13,2024-02-09,6,0,0,
S03000,C2434,P004,2023-03-17,2024-07-09,16,0,0,
S03001,C2435,P004,2024-10-23,2024-12-22,2,0,0,
S03002,C2436,P002,2023-05-22,2024-04-16,11,0,1,Poor regional content
S03003,C2437,P001,2023-12-02,2024-04-30,5,0,0,
S03004,C2437,P001,2024-05-12,2024-07-11,2,1,1,Switched to free platform
S03005,C2438,P003,2024-10-27,2024-12-26,2,0,0,
S03006,C2439,P004,2023-07-09,2024-09-01,14,0,0,
S03007,C2439,P004,2024-09-07,2024-11-06,2,1,0,
S03008,C2440,P002,2023-04-24,2024-09-15,17,0,1,Frequent buffering issues
S03009,C2441,P001,2023-08-27,2024-09-20,13,0,1,Frequent buffering issues
S03010,C2442,P002,2024-10-02,2024-12-01,2,0,1,Technical issues with app
S03011,C2442,P003,2024-12-07,2025-01-06,1,1,0,
S03012,C2443,P002,2024-02-09,2024-12-05,10,0,0,
S03013,C2444,P004,2024-09-16,2024-12-15,3,0,0,
S03014,C2445,P002,2024-07-27,2024-08-26,1,0,1,No new content added
S03015,C2445,P003,2024-09-20,2024-12-19,3,1,1,High subscription price
S03016,C2446,P004,2023-09-30,2023-12-29,3,0,0,
S03017,C2447,P002,2023-05-19,2023-07-18,2,0,0,
S03018,C2448,P004,2023-12-18,2024-12-12,12,0,0,
S03019,C2449,P001,2023-02-27,2024-05-22,15,0,1,Technical issues with app
S03020,C2449,P001,2024-06-15,2024-09-13,3,1,0,
S03021,C2450,P001,2023-01-13,2024-01-08,12,0,0,
S03022,C2451,P004,2023-10-11,2024-08-06,10,0,0,
S03023,C2452,P004,2023-05-26,2024-03-21,10,0,1,
S03024,C2453,P002,2023-02-18,2024-12-09,22,0,1,
S03025,C2454,P001,2023-01-12,2024-08-04,19,0,0,
S03026,C2455,P001,2023-09-26,2024-09-20,12,0,0,
S03027,C2456,P002,2023-12-06,2024-05-04,5,0,0,
S03028,C2456,P003,2024-05-31,2024-10-28,5,1,0,
S03029,C2457,P003,2024-02-06,2024-05-06,3,0,1,Switched to free platform
S03030,C2458,P004,2023-07-04,2024-09-26,15,0,0,
S03031,C2458,P003,2024-10-24,2024-12-23,2,1,0,
S03032,C2459,P001,2024-10-15,2024-11-14,1,0,1,Poor customer support
S03033,C2459,P001,2024-11-27,2024-12-27,1,1,1,Technical issues with app
S03034,C2460,P002,2024-01-06,2024-05-05,4,0,0,
S03035,C2461,P001,2023-06-15,2023-11-12,5,0,0,
S03036,C2462,P004,2023-11-13,2024-02-11,3,0,0,
S03037,C2463,P004,2023-11-04,2024-06-01,7,0,0,
S03038,C2464,P004,2023-08-01,2024-01-28,6,0,0,
S03039,C2465,P003,2024-08-05,2024-11-03,3,0,1,Poor customer support
S03040,C2466,P003,2024-08-29,2024-10-28,2,0,0,
S03041,C2467,P001,2024-05-12,2024-12-08,7,0,0,
S03042,C2468,P001,2024-07-21,2024-08-20,1,0,0,
S03043,C2468,P001,2024-09-04,2024-12-03,3,1,1,Switched to free platform
S03044,C2469,P003,2023-10-14,2024-05-11,7,0,0,
S03045,C2470,P001,2023-01-26,2024-02-20,13,0,1,Poor customer support
S03046,C2471,P001,2023-02-01,2023-05-02,3,0,0,
S03047,C2472,P001,2024-07-13,2024-08-12,1,0,1,High subscription price
S03048,C2473,P003,2024-02-18,2024-11-14,9,0,0,
S03049,C2473,P002,2024-11-21,2024-12-21,1,1,1,Poor customer support
S03050,C2474,P002,2024-10-19,2024-12-18,2,0,0,
S03051,C2475,P001,2024-11-01,2024-12-01,1,0,1,Switched to free platform
S03052,C2476,P002,2023-02-13,2024-06-07,16,0,0,
S03053,C2477,P002,2024-09-23,2024-11-22,2,0,1,Switched to free platform
S03054,C2477,P001,2024-12-04,2025-01-03,1,1,1,Switched to free platform
S03055,C2478,P003,2024-01-23,2024-07-21,6,0,1,Switched to free platform
S03056,C2479,P002,2024-08-22,2024-09-21,1,0,1,Found better OTT platform
S03057,C2479,P002,2024-10-14,2024-11-13,1,1,0,
S03058,C2480,P002,2024-01-16,2024-04-15,3,0,0,
S03059,C2481,P002,2023-09-01,2024-04-28,8,0,1,High subscription price
S03060,C2481,P002,2024-05-11,2024-09-08,4,1,0,
S03061,C2482,P002,2023-02-18,2023-06-18,4,0,1,No new content added
S03062,C2483,P003,2023-06-30,2023-10-28,4,0,0,
S03063,C2484,P004,2024-05-20,2024-06-19,1,0,0,
S03064,C2485,P002,2024-08-20,2024-12-18,4,0,1,No new content added
S03065,C2486,P002,2024-10-09,2024-12-08,2,0,0,
S03066,C2486,P002,2024-12-19,2025-01-18,1,1,1,High subscription price
S03067,C2487,P004,2023-02-09,2024-08-02,18,0,0,
S03068,C2488,P004,2024-10-05,2024-11-04,1,0,1,No new content added
S03069,C2488,P003,2024-12-02,2025-01-01,1,1,1,Poor customer support
S03070,C2489,P001,2024-04-15,2024-12-11,8,0,1,Switched to free platform
S03071,C2489,P001,2024-12-23,2025-01-22,1,1,0,
S03072,C2490,P001,2023-05-21,2023-11-17,6,0,1,Poor regional content
S03073,C2491,P001,2024-02-13,2024-10-10,8,0,1,Switched to free platform
S03074,C2491,P001,2024-10-18,2024-12-17,2,1,1,No new content added
S03075,C2492,P001,2023-10-04,2024-12-27,15,0,1,No new content added
S03076,C2493,P001,2024-09-23,2024-12-22,3,0,1,Technical issues with app
S03077,C2494,P001,2023-10-15,2024-07-11,9,0,0,
S03078,C2495,P002,2024-07-17,2024-11-14,4,0,0,
S03079,C2496,P003,2024-08-10,2024-11-08,3,0,0,
S03080,C2497,P002,2024-03-02,2024-10-28,8,0,0,
S03081,C2498,P003,2024-02-21,2024-10-18,8,0,1,High subscription price
S03082,C2499,P003,2024-02-24,2024-12-20,10,0,0,
S03083,C2500,P001,2023-08-25,2024-03-22,7,0,0,
S03084,C2501,P002,2024-06-29,2024-12-26,6,0,0,
S03085,C2502,P002,2024-06-08,2024-11-05,5,0,0,
S03086,C2502,P001,2024-11-25,2024-12-25,1,1,1,No new content added
S03087,C2503,P003,2023-12-20,2024-05-18,5,0,1,Poor regional content
S03088,C2504,P003,2023-12-28,2024-05-26,5,0,0,
S03089,C2505,P002,2024-02-23,2024-04-23,2,0,1,Poor regional content
S03090,C2506,P001,2023-06-23,2023-11-20,5,0,1,Switched to free platform
S03091,C2507,P002,2024-03-08,2024-06-06,3,0,0,
S03092,C2508,P002,2024-01-08,2024-05-07,4,0,0,
S03093,C2509,P004,2023-08-09,2024-01-06,5,0,1,Frequent buffering issues
S03094,C2509,P003,2024-02-02,2024-05-02,3,1,0,
S03095,C2510,P001,2023-04-12,2024-05-06,13,0,1,Found better OTT platform
S03096,C2510,P004,2024-05-27,2024-11-23,6,1,0,
S03097,C2511,P001,2024-02-29,2024-09-26,7,0,1,Poor customer support
S03098,C2512,P004,2023-03-20,2023-10-16,7,0,0,
S03099,C2513,P001,2023-10-27,2024-03-25,5,0,0,
S03100,C2514,P003,2023-02-10,2024-06-04,16,0,0,
S03101,C2515,P004,2023-10-09,2024-07-05,9,0,0,
S03102,C2515,P003,2024-07-10,2024-12-07,5,1,0,
S03103,C2516,P002,2023-07-16,2023-11-13,4,0,1,Poor regional content
S03104,C2517,P003,2024-04-04,2024-07-03,3,0,1,Found better OTT platform
S03105,C2517,P001,2024-07-29,2024-12-26,5,1,1,Found better OTT platform
S03106,C2518,P001,2023-05-25,2024-10-16,17,0,0,
S03107,C2519,P004,2023-01-26,2024-08-18,19,0,0,
S03108,C2520,P002,2024-01-25,2024-05-24,4,0,0,
S03109,C2521,P004,2023-05-20,2024-05-14,12,0,1,Found better OTT platform
S03110,C2521,P001,2024-06-04,2024-11-01,5,1,1,Technical issues with app
S03111,C2522,P002,2023-08-22,2023-11-20,3,0,1,Poor regional content
S03112,C2523,P001,2023-11-08,2024-06-05,7,0,1,High subscription price
S03113,C2524,P001,2023-09-14,2024-02-11,5,0,1,Switched to free platform
S03114,C2525,P001,2024-01-02,2024-05-31,5,0,0,
S03115,C2526,P002,2024-08-31,2024-11-29,3,0,1,Switched to free platform
S03116,C2527,P002,2024-09-22,2024-10-22,1,0,0,
S03117,C2528,P003,2023-09-20,2024-10-14,13,0,1,Frequent buffering issues
S03118,C2529,P002,2023-08-11,2023-12-09,4,0,0,
S03119,C2530,P004,2023-06-04,2024-05-29,12,0,0,
S03120,C2531,P002,2024-05-15,2024-07-14,2,0,1,No new content added
S03121,C2532,P003,2024-06-18,2024-12-15,6,0,1,Found better OTT platform
S03122,C2532,P003,2024-12-22,2025-01-21,1,1,1,Technical issues with app
S03123,C2533,P001,2023-09-26,2024-10-20,13,0,1,No new content added
S03124,C2534,P001,2023-12-13,2024-09-08,9,0,1,
S03125,C2534,P001,2024-09-24,2024-11-23,2,1,0,
S03126,C2535,P001,2023-12-11,2024-10-06,10,0,1,Poor customer support
S03127,C2536,P002,2024-10-05,2024-12-04,2,0,1,Poor regional content
S03128,C2537,P002,2023-05-14,2023-08-12,3,0,0,
S03129,C2537,P003,2023-08-31,2024-05-27,9,1,0,
S03130,C2538,P004,2023-05-07,2024-09-28,17,0,0,
S03131,C2539,P001,2024-02-14,2024-03-15,1,0,0,
S03132,C2539,P002,2024-04-07,2024-08-05,4,1,0,
S03133,C2540,P003,2023-10-08,2024-02-05,4,0,1,Poor regional content
S03134,C2541,P001,2023-08-18,2023-11-16,3,0,1,Technical issues with app
S03135,C2541,P004,2023-12-04,2024-02-02,2,1,0,
S03136,C2542,P002,2024-03-24,2024-07-22,4,0,0,
S03137,C2542,P003,2024-07-29,2024-11-26,4,1,0,
S03138,C2543,P004,2024-05-08,2024-11-04,6,0,1,Switched to free platform
S03139,C2544,P002,2023-04-02,2023-11-28,8,0,1,Switched to free platform
S03140,C2545,P001,2023-10-07,2024-10-01,12,0,1,Poor customer support
S03141,C2546,P002,2024-05-29,2024-10-26,5,0,0,
S03142,C2547,P001,2023-05-09,2024-10-30,18,0,1,
S03143,C2548,P001,2023-05-17,2023-08-15,3,0,1,
S03144,C2549,P003,2024-03-12,2024-08-09,5,0,0,
S03145,C2550,P004,2023-08-10,2024-09-03,13,0,1,High subscription price
S03146,C2550,P001,2024-09-24,2024-12-23,3,1,1,High subscription price
S03147,C2551,P001,2024-08-16,2024-12-14,4,0,0,
S03148,C2552,P003,2024-09-23,2024-10-23,1,0,0,
S03149,C2553,P004,2024-02-20,2024-10-17,8,0,0,
S03150,C2554,P002,2023-04-30,2024-10-21,18,0,1,Technical issues with app
S03151,C2555,P004,2023-07-10,2024-10-02,15,0,0,
S03152,C2556,P003,2023-04-03,2024-08-25,17,0,1,
S03153,C2557,P001,2024-09-18,2024-11-17,2,0,0,
S03154,C2558,P002,2023-07-28,2024-09-20,14,0,0,
S03155,C2559,P001,2023-07-10,2024-04-05,9,0,1,High subscription price
S03156,C2560,P002,2024-05-28,2024-07-27,2,0,1,Switched to free platform
S03157,C2560,P002,2024-08-03,2024-12-31,5,1,0,
S03158,C2561,P004,2024-05-25,2024-08-23,3,0,0,
S03159,C2562,P001,2024-08-19,2024-10-18,2,0,1,High subscription price
S03160,C2563,P002,2024-05-03,2024-10-30,6,0,1,Frequent buffering issues
S03161,C2563,P001,2024-11-21,2024-12-21,1,1,1,Frequent buffering issues
S03162,C2564,P004,2023-03-15,2024-04-08,13,0,0,
S03163,C2565,P003,2024-03-02,2024-04-01,1,0,1,No new content added
S03164,C2566,P001,2024-07-28,2024-11-25,4,0,0,
S03165,C2566,P004,2024-12-02,2025-01-01,1,1,0,
S03166,C2567,P002,2023-11-30,2023-12-30,1,0,1,Switched to free platform
S03167,C2567,P004,2024-01-23,2024-10-19,9,1,0,
S03168,C2568,P004,2023-11-14,2024-02-12,3,0,0,
S03169,C2569,P002,2024-01-04,2024-12-29,12,0,0,
S03170,C2570,P002,2023-08-05,2024-11-27,16,0,0,
S03171,C2571,P001,2023-07-11,2024-03-07,8,0,0,
S03172,C2571,P001,2024-03-28,2024-05-27,2,1,1,High subscription price
S03173,C2572,P003,2024-04-05,2024-11-01,7,0,0,
S03174,C2573,P001,2024-09-27,2024-12-26,3,0,1,High subscription price
S03175,C2574,P002,2023-04-05,2024-05-29,14,0,0,
S03176,C2575,P001,2024-10-15,2024-12-14,2,0,1,Found better OTT platform
S03177,C2576,P003,2024-11-03,2024-12-03,1,0,0,
S03178,C2576,P003,2024-12-22,2025-01-21,1,1,0,
S03179,C2577,P002,2023-08-08,2024-09-01,13,0,1,Frequent buffering issues
S03180,C2578,P004,2023-07-02,2023-09-30,3,0,0,
S03181,C2578,P002,2023-10-13,2024-06-09,8,1,0,
S03182,C2579,P002,2023-04-02,2024-04-26,13,0,0,
S03183,C2579,P003,2024-05-08,2024-08-06,3,1,0,
S03184,C2580,P004,2024-07-14,2024-12-11,5,0,0,
S03185,C2581,P001,2023-03-03,2024-11-22,21,0,1,
S03186,C2582,P002,2024-08-15,2024-09-14,1,0,1,Poor customer support
S03187,C2583,P004,2024-05-02,2024-09-29,5,0,0,
S03188,C2584,P001,2023-07-15,2024-11-06,16,0,1,Frequent buffering issues
S03189,C2585,P002,2024-04-09,2024-10-06,6,0,0,
S03190,C2586,P002,2023-02-26,2023-10-24,8,0,0,
S03191,C2586,P004,2023-11-07,2024-03-06,4,1,0,
S03192,C2587,P001,2023-08-28,2024-08-22,12,0,1,
