payment_id,customer_id,subscription_id,transaction_id,payment_date,amount_inr,payment_status,payment_method,failed_attempts
PAY018097,C2376,S02930,TXN0018097,2023-08-31,499,Success,Debit Card,0
PAY018098,C2376,S02930,TXN0018098,2023-09-30,499,Success,Debit Card,0
PAY018099,C2376,S02930,TXN0018099,2023-10-30,499,Success,Credit Card,0
PAY018100,C2376,S02930,TXN0018100,2023-11-29,499,Success,Debit Card,0
PAY018101,C2376,S02930,TXN0018101,2023-12-29,499,Success,Debit Card,0
PAY018102,C2377,S02931,TXN0018102,2024-06-02,799,Success,Credit Card,0
PAY018103,C2377,S02931,TXN0018103,2024-07-02,799,Success,Paytm,0
PAY018104,C2377,S02931,TXN0018104,2024-08-01,799,Failed,Paytm,2
PAY018105,C2377,S02931,TXN0018105,2024-08-31,799,Success,Paytm,0
PAY018106,C2378,S02932,TXN0018106,2024-03-20,199,Success,Credit Card,0
PAY018107,C2378,S02932,TXN0018107,2024-04-19,299,Success,Paytm,0
PAY018108,C2378,S02932,TXN0018108,2024-05-19,299,Success,Credit Card,0
PAY018109,C2378,S02932,TXN0018109,2024-06-18,299,Success,Debit Card,0
PAY018110,C2379,S02933,TXN0018110,2023-04-28,299,Failed,Debit Card,2
PAY018111,C2379,S02933,TXN0018111,2023-05-28,299,Success,UPI,0
PAY018112,C2379,S02933,TXN0018112,2023-06-27,299,Success,Net Banking,0
PAY018113,C2379,S02933,TXN0018113,2023-07-27,299,Success,Paytm,0
PAY018114,C2379,S02933,TXN0018114,2023-08-26,299,Success,UPI,0
PAY018115,C2379,S02933,TXN0018115,2023-09-25,299,Success,UPI,0
PAY018116,C2379,S02933,TXN0018116,2023-10-25,299,Success,Credit Card,0
PAY018117,C2379,S02933,TXN0018117,2023-11-24,299,Success,Debit Card,0
PAY018118,C2380,S02934,TXN0018118,2023-06-03,799,Success,Jio Money,0
PAY018119,C2380,S02934,TXN0018119,2023-07-03,799,Success,,0
PAY018120,C2380,S02934,TXN0018120,2023-08-02,799,Success,Credit Card,0
PAY018121,C2380,S02934,TXN0018121,01/09/2023,799,Success,UPI,0
PAY018122,C2380,S02934,TXN0018122,2023-10-01,799,Failed,UPI,1
PAY018123,C2380,S02934,TXN0018123,2023-10-31,799,Success,Credit Card,0
PAY018124,C2380,S02934,TXN0018124,30/11/2023,799,Success,,0
PAY018125,C2380,S02934,TXN0018125,2023-12-30,799,Success,,0
PAY018126,C2380,S02934,TXN0018126,29/01/2024,799,Success,UPI,0
PAY018127,C2380,S02934,TXN0018127,2024-02-28,899,Success,Debit Card,0
PAY018128,C2380,S02934,TXN0018128,2024-03-29,799,Success,Net Banking,0
PAY018129,C2380,S02934,TXN0018129,2024-04-28,799,Success,Net Banking,0
PAY018130,C2380,S02934,TXN0018130,2024-05-28,799,Success,UPI,0
PAY018131,C2380,S02934,TXN0018131,27/06/2024,799,Success,UPI,0
PAY018132,C2380,S02934,TXN0018132,2024-07-27,799,Success,Net Banking,0
PAY018133,C2380,S02934,TXN0018133,2024-08-26,799,Success,UPI,0
PAY018134,C2380,S02934,TXN0018134,2024-09-25,799,Success,UPI,0
PAY018135,C2380,S02934,TXN0018135,2024-10-25,799,Success,Credit Card,0
PAY018136,C2381,S02935,TXN0018136,2024-07-05,299,Failed,UPI,1
PAY018137,C2381,S02935,TXN0018137,2024-08-04,299,Success,Credit Card,0
PAY018138,C2382,S02936,TXN0018138,2024-06-24,299,Success,Net Banking,0
PAY018139,C2382,S02936,TXN0018139,2024-07-24,299,Success,Net Banking,0
PAY018140,C2382,S02936,TXN0018140,2024-08-23,299,Success,Net Banking,0
PAY018141,C2382,S02936,TXN0018141,2024-09-22,299,Success,Net Banking,0
PAY018142,C2382,S02937,TXN0018142,2024-11-04,299,Success,UPI,0
PAY018143,C2383,S02938,TXN0018143,26/01/2023,499,Success,Net Banking,0
PAY018144,C2383,S02938,TXN0018144,2023-02-25,499,Pending,Jio Money,0
PAY018145,C2383,S02938,TXN0018145,2023-03-27,499,Failed,Credit Card,2
PAY018146,C2383,S02938,TXN0018146,2023-04-26,499,Success,Credit Card,0
PAY018147,C2383,S02938,TXN0018147,2023-05-26,499,Success,Net Banking,0
PAY018148,C2383,S02938,TXN0018148,2023-06-25,499,Success,UPI,0
PAY018149,C2383,S02938,TXN0018149,2023-07-25,499,Success,Net Banking,0
PAY018150,C2383,S02938,TXN0018150,2023-08-24,499,Success,Jio Money,0
PAY018151,C2383,S02938,TXN0018151,2023-09-23,499,Failed,Debit Card,3
PAY018152,C2383,S02938,TXN0018152,2023-10-23,499,Success,Debit Card,0
PAY018153,C2383,S02938,TXN0018153,2023-11-22,449,Success,Debit Card,0
PAY018154,C2383,S02938,TXN0018154,22/12/2023,499,Failed,UPI,3
PAY018155,C2383,S02938,TXN0018155,2024-01-21,499,Success,Credit Card,0
PAY018156,C2383,S02938,TXN0018156,2024-02-20,499,Success,UPI,0
PAY018157,C2384,S02939,TXN0018157,2023-02-14,799,Success,Credit Card,0
PAY018158,C2384,S02939,TXN0018158,2023-03-16,799,Success,UPI,0
PAY018159,C2384,S02939,TXN0018159,2023-04-15,799,Failed,UPI,2
PAY018160,C2384,S02939,TXN0018160,2023-05-15,799,Success,UPI,0
PAY018161,C2384,S02939,TXN0018161,2023-06-14,699,Success,Paytm,0
PAY018162,C2385,S02940,TXN0018162,2024-09-19,149,Failed,,3
PAY018163,C2385,S02940,TXN0018163,2024-10-19,149,Success,UPI,0
PAY018164,C2386,S02941,TXN0018164,2023-11-17,149,Success,Credit Card,0
PAY018165,C2386,S02941,TXN0018165,2023-12-17,149,Success,UPI,0
PAY018166,C2386,S02941,TXN0018166,2024-01-16,149,Success,UPI,0
PAY018167,C2386,S02941,TXN0018167,2024-02-15,149,Failed,Debit Card,2
PAY018168,C2386,S02941,TXN0018168,2024-03-16,149,Success,UPI,0
PAY018169,C2386,S02942,TXN0018169,2024-05-10,499,Success,Debit Card,0
PAY018170,C2386,S02942,TXN0018170,2024-06-09,499,Success,Paytm,0
PAY018171,C2386,S02942,TXN0018171,2024-07-09,499,Success,UPI,0
PAY018172,C2386,S02942,TXN0018172,2024-08-08,499,Success,Net Banking,0
PAY018173,C2386,S02942,TXN0018173,2024-09-07,499,Success,UPI,0
PAY018174,C2386,S02942,TXN0018174,2024-10-07,499,Success,Credit Card,0
PAY018175,C2387,S02943,TXN0018175,2023-08-14,499,Success,Net Banking,0
PAY018176,C2387,S02943,TXN0018176,2023-09-13,499,Success,Net Banking,0
PAY018177,C2387,S02943,TXN0018177,2023-10-13,499,Success,UPI,0
PAY018178,C2387,S02943,TXN0018178,2023-11-12,499,Success,UPI,0
PAY018179,C2387,S02943,TXN0018179,2023-12-12,499,Success,Debit Card,0
PAY018180,C2387,S02943,TXN0018180,2024-01-11,499,Failed,Net Banking,2
PAY018181,C2387,S02943,TXN0018181,2024-02-10,499,Success,Jio Money,0
PAY018182,C2387,S02943,TXN0018182,2024-03-11,499,Success,Credit Card,0
PAY018183,C2387,S02943,TXN0018183,2024-04-10,499,Success,Credit Card,0
PAY018184,C2388,S02944,TXN0018184,2024-01-18,499,Success,UPI,0
PAY018185,C2388,S02944,TXN0018185,2024-02-17,499,Success,Debit Card,0
PAY018186,C2388,S02945,TXN0018186,2024-04-15,299,Success,Net Banking,0
PAY018187,C2388,S02945,TXN0018187,2024-05-15,299,Failed,Credit Card,1
PAY018188,C2388,S02945,TXN0018188,2024-06-14,299,Failed,UPI,1
PAY018189,C2389,S02946,TXN0018189,2024-06-05,149,Success,UPI,0
PAY018190,C2389,S02946,TXN0018190,2024-07-05,149,Success,Debit Card,0
PAY018191,C2389,S02946,TXN0018191,2024-08-04,149,Success,UPI,0
PAY018192,C2390,S02947,TXN0018192,2024-03-28,149,Success,UPI,0
PAY018193,C2390,S02947,TXN0018193,2024-04-27,149,Success,Debit Card,0
PAY018194,C2391,S02948,TXN0018194,2023-04-12,299,Success,UPI,0
PAY018195,C2391,S02948,TXN0018195,2023-05-12,299,Success,UPI,0
PAY018196,C2391,S02948,TXN0018196,2023-06-11,299,Success,Debit Card,0
PAY018197,C2391,S02948,TXN0018197,2023-07-11,299,Success,Paytm,0
PAY018198,C2391,S02948,TXN0018198,2023-08-10,299,Success,Jio Money,0
PAY018199,C2391,S02948,TXN0018199,2023-09-09,299,Failed,UPI,1
PAY018200,C2391,S02948,TXN0018200,2023-10-09,299,Pending,Net Banking,1
PAY018201,C2391,S02948,TXN0018201,2023-11-08,299,Success,,0
PAY018202,C2391,S02948,TXN0018202,2023-12-08,299,Success,UPI,0
PAY018203,C2391,S02948,TXN0018203,2024-01-07,299,Success,Net Banking,0
PAY018204,C2391,S02948,TXN0018204,2024-02-06,299,Success,Net Banking,0
PAY018205,C2391,S02948,TXN0018205,2024-03-07,299,Success,Net Banking,0
PAY018206,C2391,S02948,TXN0018206,2024-04-06,299,Success,Net Banking,0
PAY018207,C2391,S02948,TXN0018207,06/05/2024,299,Success,Credit Card,0
PAY018208,C2392,S02949,TXN0018208,2024-03-18,299,Success,UPI,0
PAY018209,C2392,S02949,TXN0018209,2024-04-17,299,Success,Debit Card,0
PAY018210,C2392,S02949,TXN0018210,2024-05-17,299,Success,Debit Card,0
PAY018211,C2392,S02949,TXN0018211,2024-06-16,299,Failed,Debit Card,1
PAY018212,C2392,S02949,TXN0018212,2024-07-16,299,Success,Debit Card,0
PAY018213,C2392,S02949,TXN0018213,15/08/2024,299,Success,Debit Card,0
PAY018214,C2392,S02949,TXN0018214,2024-09-14,299,Success,UPI,0
PAY018215,C2392,S02949,TXN0018215,2024-10-14,299,Success,Credit Card,0
PAY018216,C2393,S02950,TXN0018216,2023-08-19,499,Success,Debit Card,0
PAY018217,C2393,S02950,TXN0018217,2023-09-18,499,Success,Debit Card,0
PAY018218,C2393,S02950,TXN0018218,2023-10-18,499,Success,Debit Card,0
PAY018219,C2393,S02950,TXN0018219,2023-11-17,499,Success,Debit Card,0
PAY018220,C2393,S02950,TXN0018220,2023-12-17,499,Success,Credit Card,0
PAY018221,C2393,S02950,TXN0018221,2024-01-16,499,Success,UPI,0
PAY018222,C2393,S02950,TXN0018222,2024-02-15,499,Success,Debit Card,0
PAY018223,C2393,S02950,TXN0018223,2024-03-16,499,Success,Jio Money,0
PAY018224,C2393,S02950,TXN0018224,2024-04-15,499,Success,Jio Money,0
PAY018225,C2393,S02950,TXN0018225,2024-05-15,499,Success,Credit Card,0
PAY018226,C2393,S02950,TXN0018226,2024-06-14,499,Success,Jio Money,0
PAY018227,C2393,S02950,TXN0018227,2024-07-14,499,Failed,UPI,3
PAY018228,C2393,S02950,TXN0018228,2024-08-13,499,Failed,Jio Money,2
PAY018229,C2393,S02951,TXN0018229,2024-09-22,299,Success,Credit Card,0
PAY018230,C2394,S02952,TXN0018230,2023-01-28,299,Success,Net Banking,0
PAY018231,C2394,S02952,TXN0018231,2023-02-27,349,Failed,Debit Card,3
PAY018232,C2394,S02952,TXN0018232,2023-03-29,299,Success,Debit Card,0
PAY018233,C2394,S02952,TXN0018233,2023-04-28,299,Success,Paytm,0
PAY018234,C2394,S02952,TXN0018234,2023-05-28,299,Success,UPI,0
PAY018235,C2394,S02952,TXN0018235,2023-06-27,299,Success,,0
PAY018236,C2394,S02952,TXN0018236,2023-07-27,299,Failed,Debit Card,1
PAY018237,C2394,S02952,TXN0018237,2023-08-26,299,Pending,Debit Card,0
PAY018238,C2394,S02953,TXN0018238,22/10/2023,799,Success,Credit Card,0
PAY018239,C2394,S02953,TXN0018239,2023-11-21,799,Success,Credit Card,0
PAY018240,C2394,S02953,TXN0018240,2023-12-21,799,Success,Jio Money,0
PAY018241,C2394,S02953,TXN0018241,2024-01-20,799,Success,Debit Card,0
PAY018242,C2394,S02953,TXN0018242,2024-02-19,799,Success,Jio Money,0
PAY018243,C2395,S02954,TXN0018243,2024-03-01,149,Success,Debit Card,0
PAY018244,C2395,S02954,TXN0018244,2024-03-31,149,Success,Debit Card,0
PAY018245,C2395,S02954,TXN0018245,2024-04-30,149,Success,UPI,0
PAY018246,C2395,S02954,TXN0018246,2024-05-30,149,Success,Credit Card,0
PAY018247,C2395,S02954,TXN0018247,2024-06-29,149,Success,Credit Card,0
PAY018248,C2395,S02954,TXN0018248,2024-07-29,149,Success,UPI,0
PAY018249,C2395,S02954,TXN0018249,28/08/2024,149,Success,Debit Card,0
PAY018250,C2395,S02955,TXN0018250,2024-10-15,499,Success,Jio Money,0
PAY018251,C2396,S02956,TXN0018251,2023-09-25,799,Success,Credit Card,0
PAY018252,C2396,S02956,TXN0018252,2023-10-25,799,Failed,Credit Card,1
PAY018253,C2396,S02956,TXN0018253,2023-11-24,799,Success,Jio Money,0
PAY018254,C2396,S02956,TXN0018254,2023-12-24,799,Pending,Credit Card,0
PAY018255,C2396,S02956,TXN0018255,2024-01-23,799,Failed,Debit Card,3
PAY018256,C2397,S02957,TXN0018256,2024-06-01,299,Success,UPI,0
PAY018257,C2397,S02957,TXN0018257,2024-07-01,299,Success,Credit Card,0
PAY018258,C2397,S02957,TXN0018258,2024-07-31,299,Success,UPI,0
PAY018259,C2397,S02957,TXN0018259,2024-08-30,299,Success,Debit Card,0
PAY018260,C2397,S02957,TXN0018260,2024-09-29,299,Failed,Debit Card,1
PAY018261,C2398,S02958,TXN0018261,2023-11-21,299,Success,Credit Card,0
PAY018262,C2398,S02958,TXN0018262,2023-12-21,299,Success,Debit Card,0
PAY018263,C2398,S02958,TXN0018263,2024-01-20,299,Success,Credit Card,0
PAY018264,C2398,S02958,TXN0018264,2024-02-19,299,Success,Net Banking,0
PAY018265,C2398,S02958,TXN0018265,2024-03-20,299,Failed,Debit Card,2
PAY018266,C2398,S02958,TXN0018266,2024-04-19,299,Success,UPI,0
PAY018267,C2398,S02958,TXN0018267,2024-05-19,299,Success,UPI,0
PAY018268,C2398,S02958,TXN0018268,2024-06-18,299,Success,Debit Card,0
PAY018269,C2398,S02958,TXN0018269,2024-07-18,299,Failed,Paytm,3
PAY018270,C2398,S02958,TXN0018270,2024-08-17,299,Success,Credit Card,0
PAY018271,C2398,S02958,TXN0018271,2024-09-16,299,Success,Debit Card,0
PAY018272,C2398,S02958,TXN0018272,2024-10-16,299,Success,UPI,0
PAY018273,C2398,S02959,TXN0018273,2024-11-21,299,Failed,Credit Card,1
PAY018274,C2399,S02960,TXN0018274,2024-10-18,299,Failed,Debit Card,2
PAY018275,C2400,S02961,TXN0018275,12/06/2024,149,Success,Paytm,0
PAY018276,C2400,S02961,TXN0018276,2024-07-12,149,Success,UPI,0
PAY018277,C2400,S02961,TXN0018277,2024-08-11,149,Success,UPI,0
PAY018278,C2400,S02961,TXN0018278,2024-09-10,149,Success,UPI,0
PAY018279,C2401,S02962,TXN0018279,2024-02-22,149,Success,Debit Card,0
PAY018280,C2401,S02962,TXN0018280,2024-03-23,149,Success,Debit Card,0
PAY018281,C2401,S02962,TXN0018281,2024-04-22,149,Success,UPI,0
PAY018282,C2401,S02962,TXN0018282,2024-05-22,149,Success,Debit Card,0
PAY018283,C2401,S02962,TXN0018283,2024-06-21,149,Success,Debit Card,0
PAY018284,C2401,S02962,TXN0018284,2024-07-21,149,Success,Net Banking,0
PAY018285,C2401,S02962,TXN0018285,2024-08-20,149,Failed,UPI,1
PAY018286,C2401,S02962,TXN0018286,2024-09-19,149,Success,Credit Card,0
PAY018287,C2401,S02962,TXN0018287,2024-10-19,149,Failed,Paytm,1
PAY018288,C2402,S02963,TXN0018288,2024-01-14,799,Success,Credit Card,0
PAY018289,C2402,S02963,TXN0018289,2024-02-13,799,Success,Credit Card,0
PAY018290,C2403,S02964,TXN0018290,2024-11-02,149,Failed,Paytm,2
PAY018291,C2404,S02965,TXN0018291,2024-07-24,149,Success,UPI,0
PAY018292,C2404,S02965,TXN0018292,2024-08-23,149,Success,Jio Money,0
PAY018293,C2404,S02965,TXN0018293,2024-09-22,149,Success,UPI,0
PAY018294,C2404,S02966,TXN0018294,28/10/2024,499,Success,Net Banking,0
PAY018295,C2405,S02967,TXN0018295,2023-08-06,299,Success,UPI,0
PAY018296,C2405,S02967,TXN0018296,2023-09-05,299,Failed,Credit Card,1
PAY018297,C2405,S02967,TXN0018297,2023-10-05,299,Success,UPI,0
PAY018298,C2405,S02967,TXN0018298,2023-11-04,299,Success,Net Banking,0
PAY018299,C2405,S02967,TXN0018299,2023-12-04,299,Success,Debit Card,0
PAY018300,C2405,S02967,TXN0018300,2024-01-03,299,Success,Credit Card,0
PAY018301,C2405,S02967,TXN0018301,2024-02-02,299,Success,Debit Card,0
PAY018302,C2405,S02967,TXN0018302,2024-03-03,299,Pending,Credit Card,0
PAY018303,C2405,S02967,TXN0018303,2024-04-02,299,Failed,UPI,3
PAY018304,C2405,S02967,TXN0018304,2024-05-02,299,Success,Debit Card,0
PAY018305,C2405,S02967,TXN0018305,2024-06-01,299,Success,Net Banking,0
PAY018306,C2405,S02967,TXN0018306,2024-07-01,299,Failed,Net Banking,2
PAY018307,C2405,S02967,TXN0018307,2024-07-31,299,Failed,Debit Card,2
PAY018308,C2405,S02967,TXN0018308,2024-08-30,299,Success,Credit Card,0
PAY018309,C2405,S02967,TXN0018309,2024-09-29,299,Pending,UPI,1
PAY018310,C2405,S02967,TXN0018310,2024-10-29,299,Success,Jio Money,0
PAY018311,C2405,S02968,TXN0018311,2024-12-24,149,Success,UPI,0
PAY018312,C2406,S02969,TXN0018312,2023-04-09,499,Success,Credit Card,0
PAY018313,C2407,S02970,TXN0018313,2023-08-10,299,Failed,Debit Card,2
PAY018314,C2407,S02970,TXN0018314,2023-09-09,299,Success,Credit Card,0
PAY018315,C2407,S02970,TXN0018315,2023-10-09,299,Success,Net Banking,0
PAY018316,C2407,S02970,TXN0018316,2023-11-08,299,Success,UPI,0
PAY018317,C2407,S02970,TXN0018317,2023-12-08,299,Success,,0
PAY018318,C2407,S02970,TXN0018318,2024-01-07,299,Success,Credit Card,0
PAY018319,C2407,S02970,TXN0018319,2024-02-06,299,Success,UPI,0
PAY018320,C2407,S02970,TXN0018320,2024-03-07,299,Success,Debit Card,0
PAY018321,C2407,S02971,TXN0018321,2024-04-30,948,Success,UPI,0
PAY018322,C2407,S02971,TXN0018322,2024-05-30,799,Success,UPI,0
PAY018323,C2407,S02971,TXN0018323,2024-06-29,799,Success,Jio Money,0
PAY018324,C2407,S02971,TXN0018324,2024-07-29,799,Success,Jio Money,0
PAY018325,C2407,S02971,TXN0018325,28/08/2024,799,Failed,Net Banking,3
PAY018326,C2407,S02971,TXN0018326,2024-09-27,799,Success,Debit Card,0
PAY018327,C2408,S02972,TXN0018327,2024-05-27,299,Failed,UPI,1
PAY018328,C2408,S02973,TXN0018328,2024-07-19,299,Success,Debit Card,0
PAY018329,C2408,S02973,TXN0018329,2024-08-18,299,Pending,UPI,0
PAY018330,C2408,S02973,TXN0018330,2024-09-17,299,Failed,Net Banking,2
PAY018331,C2408,S02973,TXN0018331,2024-10-17,299,Success,Net Banking,0
PAY018332,C2409,S02974,TXN0018332,2023-11-20,299,Success,UPI,0
PAY018333,C2409,S02974,TXN0018333,2023-12-20,299,Success,Jio Money,0
PAY018334,C2409,S02974,TXN0018334,2024-01-19,299,Failed,UPI,2
PAY018335,C2409,S02974,TXN0018335,2024-02-18,299,Success,Credit Card,0
PAY018336,C2409,S02974,TXN0018336,2024-03-19,299,Success,UPI,0
PAY018337,C2409,S02974,TXN0018337,2024-04-18,299,Success,Paytm,0
PAY018338,C2409,S02974,TXN0018338,2024-05-18,299,Failed,Debit Card,1
PAY018339,C2409,S02974,TXN0018339,2024-06-17,299,Success,Debit Card,0
PAY018340,C2409,S02975,TXN0018340,24/07/2024,149,Success,Net Banking,0
PAY018341,C2409,S02975,TXN0018341,2024-08-23,149,Failed,Credit Card,3
PAY018342,C2410,S02976,TXN0018342,2024-07-19,399,Success,UPI,0
PAY018343,C2410,S02976,TXN0018343,2024-08-18,299,Success,Jio Money,0
PAY018344,C2410,S02976,TXN0018344,17/09/2024,299,Success,UPI,0
PAY018345,C2410,S02976,TXN0018345,2024-10-17,299,Failed,Paytm,1
PAY018346,C2411,S02977,TXN0018346,2023-08-09,799,Success,Jio Money,0
PAY018347,C2411,S02977,TXN0018347,2023-09-08,799,Pending,Debit Card,1
PAY018348,C2411,S02977,TXN0018348,2023-10-08,799,Failed,Credit Card,2
PAY018349,C2411,S02977,TXN0018349,07/11/2023,799,Success,Credit Card,0
PAY018350,C2411,S02977,TXN0018350,2023-12-07,799,Failed,Debit Card,2
PAY018351,C2411,S02977,TXN0018351,2024-01-06,799,Success,UPI,0
PAY018352,C2412,S02978,TXN0018352,2023-10-05,799,Success,Debit Card,0
PAY018353,C2412,S02978,TXN0018353,2023-11-04,799,Success,Credit Card,0
PAY018354,C2412,S02978,TXN0018354,2023-12-04,799,Success,UPI,0
PAY018355,C2412,S02978,TXN0018355,2024-01-03,799,Success,Net Banking,0
PAY018356,C2412,S02978,TXN0018356,2024-02-02,799,Success,Credit Card,0
PAY018357,C2412,S02978,TXN0018357,2024-03-03,799,Success,Net Banking,0
PAY018358,C2412,S02978,TXN0018358,2024-04-02,799,Success,UPI,0
PAY018359,C2412,S02978,TXN0018359,2024-05-02,799,Failed,Net Banking,3
PAY018360,C2413,S02979,TXN0018360,2024-07-18,299,Success,Paytm,0
PAY018361,C2413,S02979,TXN0018361,2024-08-17,299,Success,UPI,0
PAY018362,C2414,S02980,TXN0018362,2024-04-13,799,Success,UPI,0
PAY018363,C2414,S02980,TXN0018363,2024-05-13,799,Success,UPI,0
PAY018364,C2414,S02980,TXN0018364,2024-06-12,799,Success,Debit Card,0
PAY018365,C2414,S02980,TXN0018365,2024-07-12,799,Success,Debit Card,0
PAY018366,C2414,S02980,TXN0018366,2024-08-11,799,Success,Paytm,0
PAY018367,C2414,S02980,TXN0018367,10/09/2024,799,Success,UPI,0
PAY018368,C2414,S02980,TXN0018368,2024-10-10,799,Success,UPI,0
PAY018369,C2414,S02980,TXN0018369,2024-11-09,799,Success,Credit Card,0
PAY018370,C2415,S02981,TXN0018370,2024-05-06,299,Success,UPI,0
PAY018371,C2415,S02981,TXN0018371,2024-06-05,299,Success,Credit Card,0
PAY018372,C2415,S02981,TXN0018372,2024-07-05,299,Success,UPI,0
PAY018373,C2415,S02981,TXN0018373,2024-08-04,299,Success,UPI,0
PAY018374,C2415,S02981,TXN0018374,2024-09-03,299,Success,Net Banking,0
PAY018375,C2416,S02982,TXN0018375,2024-08-20,299,Success,UPI,0
PAY018376,C2416,S02982,TXN0018376,2024-09-19,299,Failed,UPI,3
PAY018377,C2416,S02982,TXN0018377,2024-10-19,299,Success,Debit Card,0
PAY018378,C2416,S02982,TXN0018378,2024-11-18,299,Success,Credit Card,0
PAY018379,C2417,S02983,TXN0018379,2023-08-15,149,Success,Net Banking,0
PAY018380,C2417,S02983,TXN0018380,2023-09-14,149,Success,UPI,0
PAY018381,C2417,S02983,TXN0018381,2023-10-14,149,Success,Debit Card,0
PAY018382,C2417,S02983,TXN0018382,2023-11-13,149,Success,UPI,0
PAY018383,C2417,S02983,TXN0018383,2023-12-13,149,Failed,UPI,1
PAY018384,C2417,S02983,TXN0018384,2024-01-12,149,Success,Debit Card,0
PAY018385,C2417,S02983,TXN0018385,2024-02-11,149,Failed,Debit Card,2
PAY018386,C2417,S02983,TXN0018386,2024-03-12,149,Success,Credit Card,0
PAY018387,C2418,S02984,TXN0018387,2023-11-02,149,Success,UPI,0
PAY018388,C2418,S02984,TXN0018388,2023-12-02,199,Success,Jio Money,0
PAY018389,C2418,S02984,TXN0018389,2024-01-01,149,Success,Credit Card,0
PAY018390,C2418,S02984,TXN0018390,2024-01-31,149,Success,UPI,0
PAY018391,C2418,S02984,TXN0018391,2024-03-01,149,Success,Jio Money,0
PAY018392,C2418,S02984,TXN0018392,2024-03-31,149,Success,Debit Card,0
PAY018393,C2418,S02984,TXN0018393,2024-04-30,149,Success,Net Banking,0
PAY018394,C2418,S02984,TXN0018394,2024-05-30,149,Success,Debit Card,0
PAY018395,C2419,S02985,TXN0018395,2024-08-24,799,Failed,,3
PAY018396,C2420,S02986,TXN0018396,2023-07-29,299,Success,Debit Card,0
PAY018397,C2420,S02986,TXN0018397,2023-08-28,299,Failed,UPI,1
PAY018398,C2420,S02986,TXN0018398,2023-09-27,299,Success,Jio Money,0
PAY018399,C2420,S02986,TXN0018399,2023-10-27,299,Success,UPI,0
PAY018400,C2421,S02987,TXN0018400,2024-09-09,299,Success,Net Banking,0
PAY018401,C2422,S02988,TXN0018401,2024-03-22,299,Failed,Jio Money,2
PAY018402,C2422,S02988,TXN0018402,2024-04-21,299,Success,Paytm,0
PAY018403,C2423,S02989,TXN0018403,2024-02-04,149,Success,UPI,0
PAY018404,C2423,S02989,TXN0018404,2024-03-05,149,Success,Credit Card,0
PAY018405,C2423,S02989,TXN0018405,2024-04-04,149,Success,Net Banking,0
PAY018406,C2423,S02989,TXN0018406,2024-05-04,149,Success,UPI,0
PAY018407,C2423,S02989,TXN0018407,2024-06-03,149,Success,Credit Card,0
PAY018408,C2423,S02989,TXN0018408,2024-07-03,149,Success,Debit Card,0
PAY018409,C2423,S02989,TXN0018409,2024-08-02,149,Success,UPI,0
PAY018410,C2423,S02989,TXN0018410,2024-09-01,149,Success,UPI,0
PAY018411,C2423,S02989,TXN0018411,2024-10-01,149,Success,Credit Card,0
PAY018412,C2423,S02989,TXN0018412,2024-10-31,149,Success,UPI,0
PAY018413,C2423,S02989,TXN0018413,2024-11-30,149,Success,Credit Card,0
PAY018414,C2424,S02990,TXN0018414,2024-02-27,149,Success,Jio Money,0
PAY018415,C2424,S02990,TXN0018415,2024-03-28,149,Failed,UPI,2
PAY018416,C2424,S02990,TXN0018416,2024-04-27,149,Success,UPI,0
PAY018417,C2424,S02990,TXN0018417,2024-05-27,149,Success,UPI,0
PAY018418,C2424,S02990,TXN0018418,2024-06-26,149,Success,Debit Card,0
PAY018419,C2424,S02990,TXN0018419,2024-07-26,149,Success,Credit Card,0
PAY018420,C2424,S02990,TXN0018420,2024-08-25,149,Success,UPI,0
PAY018421,C2424,S02990,TXN0018421,2024-09-24,149,Success,UPI,0
PAY018422,C2425,S02991,TXN0018422,2024-08-16,499,Pending,Credit Card,1
PAY018423,C2426,S02992,TXN0018423,2024-09-10,299,Success,UPI,0
PAY018424,C2426,S02992,TXN0018424,2024-10-10,299,Failed,Credit Card,1
PAY018425,C2426,S02992,TXN0018425,2024-11-09,299,Success,Debit Card,0
PAY018426,C2427,S02993,TXN0018426,2023-02-22,149,Failed,UPI,3
PAY018427,C2427,S02993,TXN0018427,2023-03-24,149,Failed,Credit Card,2
PAY018428,C2427,S02993,TXN0018428,2023-04-23,149,Failed,Credit Card,2
PAY018429,C2427,S02993,TXN0018429,2023-05-23,149,Success,UPI,0
PAY018430,C2427,S02993,TXN0018430,2023-06-22,149,Success,Credit Card,0
PAY018431,C2427,S02993,TXN0018431,2023-07-22,149,Success,UPI,0
PAY018432,C2427,S02993,TXN0018432,2023-08-21,149,Success,UPI,0
PAY018433,C2427,S02993,TXN0018433,2023-09-20,149,Success,Credit Card,0
PAY018434,C2427,S02993,TXN0018434,2023-10-20,149,Success,UPI,0
PAY018435,C2427,S02993,TXN0018435,19/11/2023,149,Failed,UPI,3
PAY018436,C2427,S02993,TXN0018436,2023-12-19,149,Failed,Jio Money,3
PAY018437,C2427,S02993,TXN0018437,2024-01-18,149,Failed,UPI,3
PAY018438,C2427,S02993,TXN0018438,2024-02-17,149,Success,UPI,0
PAY018439,C2427,S02993,TXN0018439,2024-03-18,149,Success,Net Banking,0
PAY018440,C2427,S02993,TXN0018440,2024-04-17,149,Success,Debit Card,0
PAY018441,C2427,S02993,TXN0018441,2024-05-17,149,Success,UPI,0
